predicate_raw,memories,relation_type,arity,similarity
tea_equipment,1,owns,set,0.261
tea_consumption,1,other,unknown,0.280
tasks,1,completed,set,0.444
task_request,1,completed,set,0.350
task_reminder,1,routine,single,0.384
task_progress,1,completed,set,0.510
task_management_tools,1,uses_tool,single,0.566
task_management,1,completed,set,0.382
tarot_reading,1,other,unknown,0.327
tarot_card_definition,1,other,unknown,0.114
target_bedtime,1,other,unknown,0.297
target_audience,1,current_goal,single,0.401
tailor_plans,1,planned_event,event,0.292
tablet_owned,1,owns,set,0.399
tablet,1,other,unknown,0.254
system_requirement,1,other,unknown,0.229
symptom_onset,1,health_status,single,0.427
symptom,1,health_status,single,0.461
sylius_marketplace_url,1,other,unknown,0.206
sylius_features,1,other,unknown,0.161
sydney_emissions_target,1,other,unknown,0.261
swot_analysis_tools,1,uses_tool,single,0.366
swimming_technique_youtube_channel,1,other,unknown,0.263
swimming_technique_resource,1,other,unknown,0.232
swimming_requirements,1,other,unknown,0.214
swimming_lessons,1,other,unknown,0.279
swimming_gear,1,owns,set,0.305
swimming_frequency,1,other,unknown,0.198
swimming_experience,1,other,unknown,0.235
swimming_drills,1,other,unknown,0.298
swimming_achievement,1,other,unknown,0.296
sustainable_tourism_leaders,1,other,unknown,0.300
sustainable_retailer,1,other,unknown,0.247
sustainable_household_items,1,grows,set,0.411
sustainable_coffee_brands,1,other,unknown,0.204
sustainable_clothing_subscription_recommendation,1,recommended,speech,0.271
sustainability_label_recommendations,1,recommended,speech,0.299
sustainability_goal,1,current_goal,single,0.482
sustainability_directory_recommendations,1,recommended,speech,0.319
sushi_restaurants,1,ate_at,set,0.421
sushi_recommendations,1,recommended,speech,0.256
survey_requests_sent,1,other,unknown,0.250
surname,1,other,unknown,0.336
support_groups,1,other,unknown,0.334
support_group,1,other,unknown,0.329
supplies,1,other,unknown,0.328
supplements,1,other,unknown,0.247
supplement_recommendation,1,recommended,speech,0.303
supervisor_name,1,works_at,single,0.404
sunscreen_recommendations,1,recommended,speech,0.261
sugarcane_harvesting_method,1,other,unknown,0.254
succulent_planting_date,1,other,unknown,0.228
succulent_arrangement,1,other,unknown,0.273
substance_use_history,1,event_occurred,event,0.326
subscription_status,1,used_service,set,0.449
styling_suggestion,1,recommended,speech,0.333
study_history,1,event_occurred,event,0.574
study_abroad_application,1,studies,single,0.426
stroller_specs,1,other,unknown,0.240
stroller_interest,1,other,unknown,0.270
stroller_compatibility,1,other,unknown,0.196
stress_reduction_techniques,1,other,unknown,0.122
strength_training_schedule,1,routine,single,0.309
streaming_services,1,listened_to,set,0.550
streaming_search_tools,1,listened_to,set,0.392
streaming_device,1,listened_to,set,0.425
streaming_comparison_resources,1,other,unknown,0.332
story_setting,1,other,unknown,0.269
story_planning,1,planned_event,event,0.423
story_idea,1,other,unknown,0.314
story_development,1,other,unknown,0.304
story_details,1,other,unknown,0.284
story_character_name,1,other,unknown,0.231
store_sale,1,other,unknown,0.325
storage_solution,1,other,unknown,0.249
storage_recommendation,1,recommended,speech,0.235
storage_purchases,1,acquired,set,0.444
storage_purchase,1,acquired,set,0.434
storage_preferences,1,prefers,single,0.383
storage_instruction,1,other,unknown,0.193
storage_bin_retailers,1,other,unknown,0.274
storage_bin_brands,1,other,unknown,0.312
stir_fry_vegetables,1,other,unknown,0.336
stir_fry_seasoning,1,cooked,set,0.377
step_goal,1,current_goal,single,0.633
statistics_resource_recommendation,1,recommended,speech,0.367
startup_ideas,1,other,unknown,0.208
stand_mixer_status,1,other,unknown,0.272
stamp_issuer,1,other,unknown,0.150
stamp_collection_interests,1,other,unknown,0.347
stamp_collection_details,1,other,unknown,0.310
stain_type,1,other,unknown,0.152
staff_interaction,1,other,unknown,0.348
stack_overflow_impact,1,other,unknown,0.157
stable_location,1,other,unknown,0.308
spotify_usage,1,listened_to,set,0.487
spotify_playlists,1,listened_to,set,0.445
sports_watched,1,watched,set,0.505
sports_trophy,1,other,unknown,0.213
sports_teams,1,other,unknown,0.338
sports_team_interest,1,team_size,single,0.368
sports_team,1,team_size,single,0.384
sports_stats,1,other,unknown,0.291
sports_played,1,practises_hobby,set,0.411
sports_memorabilia_collection,1,owns,set,0.408
sports_events_attended,1,attended,set,0.552
sports_bra,1,other,unknown,0.224
sports_app,1,other,unknown,0.262
spider_plant_care,1,grows,set,0.407
spice_recommendations,1,recommended,speech,0.382
spending_tracking_method,1,financial_activity,set,0.488
spanish_study_routine,1,routine,single,0.474
spanish_proficiency,1,other,unknown,0.241
spanish_learning_media,1,other,unknown,0.320
spanish_cooking_books,1,cooked,set,0.449
souvenir_shops_melbourne,1,other,unknown,0.287
soundbar_search,1,other,unknown,0.247
songwriting_methods,1,other,unknown,0.313
songwriter_recommendations,1,recommended,speech,0.369
song_writer,1,other,unknown,0.340
song_info,1,other,unknown,0.322
song_chord_progression,1,other,unknown,0.267
soil_recommendations,1,recommended,speech,0.372
software_used,1,uses_tool,single,0.581
software_recommendation,1,recommended,speech,0.451
software_plans,1,planned_event,event,0.350
software_owned,1,owns,set,0.414
software_needs,1,uses_tool,single,0.448
software_learning,1,other,unknown,0.297
software_installed,1,uses_tool,single,0.387
software_history,1,event_occurred,event,0.358
software_development_practices,1,other,unknown,0.320
software_development,1,other,unknown,0.341
software,1,uses_tool,single,0.471
softbox_light_recommendation,1,recommended,speech,0.233
soda_consumption_advice,1,recommended,speech,0.269
sock_recommendations,1,recommended,speech,0.307
sock_organizer_recommendation,1,recommended,speech,0.296
sock_divider_recommendation,1,recommended,speech,0.214
social_visit,1,visited,set,0.540
social_routine,1,routine,single,0.494
social_relationships,1,relationship_status,single,0.476
social_meetings,1,attended,set,0.444
social_media_presence,1,other,unknown,0.341
social_media_post_examples,1,other,unknown,0.276
social_media_plans,1,planned_event,event,0.431
social_media_management_tools,1,uses_tool,single,0.411
social_media_management_recommendations,1,recommended,speech,0.428
social_media_management,1,other,unknown,0.279
social_media_help,1,other,unknown,0.272
social_media_group,1,other,unknown,0.270
social_media_goals,1,current_goal,single,0.538
social_media_followers,1,other,unknown,0.327
social_media_event,1,event_occurred,event,0.479
social_media_calendar,1,planned_event,event,0.454
social_media_break,1,other,unknown,0.266
social_group_activity,1,team_size,single,0.352
social_group,1,knows_person,set,0.362
social_events_attended,1,attended,set,0.637
social_contact,1,knows_person,set,0.454
social_connection_work,1,knows_person,set,0.387
sochi_seafood_recommendations,1,recommended,speech,0.241
sochi_restaurant_recommendations,1,recommended,speech,0.360
sochi_itinerary_start,1,other,unknown,0.264
sochi_food_recommendations,1,recommended,speech,0.260
soccer_skill_challenges,1,other,unknown,0.288
soccer_schedule,1,routine,single,0.297
soccer_performance,1,other,unknown,0.264
soccer_games_played,1,other,unknown,0.209
soap_packaging,1,other,unknown,0.177
soap_making_advice,1,recommended,speech,0.237
snorkeling_mask_recommendation,1,recommended,speech,0.190
sneaker_shopping_location,1,other,unknown,0.244
sneaker_count,1,other,unknown,0.253
snack_subscription_recommendations,1,recommended,speech,0.367
snack_stash,1,other,unknown,0.309
snack_routine,1,routine,single,0.453
snack_recipe_recommendations,1,recommended,speech,0.346
snack_consumption,1,dietary_rule,single,0.449
snack_budget,1,financial_activity,set,0.346
smoothie_recipes,1,other,unknown,0.302
smoothie_preference,1,prefers,single,0.401
smoothie_ingredient,1,other,unknown,0.249
smoothie_bowl_recipe,1,other,unknown,0.300
smoking_wood_recommendation,1,recommended,speech,0.216
smoking_wood_chips,1,other,unknown,0.248
smartwatch_owned,1,owns,set,0.375
smartwatch_cost,1,other,unknown,0.215
smartwatch_accessories,1,other,unknown,0.236
smart_tv_issues,1,other,unknown,0.205
smart_scale_spec,1,other,unknown,0.157
smart_scale_recommendations,1,recommended,speech,0.403
smart_scale_feature,1,other,unknown,0.158
smart_scale,1,other,unknown,0.190
smart_home_device,1,other,unknown,0.270
smart_city_os_recommendation,1,recommended,speech,0.290
smart_bulb_recommendation,1,recommended,speech,0.275
slideshow_project,1,other,unknown,0.186
sleeping_bag_recommendation,1,recommended,speech,0.196
sleep_tracking_method,1,other,unknown,0.333
sleep_tracking_app,1,other,unknown,0.317
sleep_tracking,1,other,unknown,0.341
sleep_struggles,1,other,unknown,0.306
sleep_stats,1,other,unknown,0.326
sleep_routine,1,routine,single,0.625
sleep_observation,1,routine,single,0.359
sleep_goal,1,current_goal,single,0.453
sleep_duration_goal,1,current_goal,single,0.327
sleep_duration,1,other,unknown,0.279
skincare_to_try,1,other,unknown,0.311
skincare_spending,1,financial_activity,set,0.278
skincare_set,1,other,unknown,0.252
skincare_safety,1,advised_against,speech,0.383
skincare_routine_preference,1,prefers,single,0.369
skincare_purchases,1,acquired,set,0.267
skincare_preferences,1,prefers,single,0.412
skincare_ingredients,1,other,unknown,0.250
skincare_brands_to_check,1,other,unknown,0.297
skincare_brand_discovery,1,other,unknown,0.232
skin_concerns,1,other,unknown,0.335
skin_complexion,1,other,unknown,0.239
skills_training,1,other,unknown,0.318
skills_learning,1,other,unknown,0.281
skills,1,other,unknown,0.336
skill_set,1,other,unknown,0.262
skill_learning_platform,1,other,unknown,0.245
skiing_progress,1,other,unknown,0.246
skiing_achievements,1,other,unknown,0.270
ska_bands,1,other,unknown,0.263
sixties_seventies_music_documentaries,1,other,unknown,0.258
sixties_seventies_music_books,1,other,unknown,0.241
sister_style_preference,1,prefers,single,0.375
sister_name,1,other,unknown,0.305
sister_music_taste,1,other,unknown,0.328
sister_color_preference,1,other,unknown,0.331
sister_boyfriend_name,1,other,unknown,0.321
sister_age,1,other,unknown,0.209
sinus_treatment_recommendation,1,recommended,speech,0.215
singing_lessons,1,other,unknown,0.299
silver_cleaning_methods,1,other,unknown,0.158
signature_drink,1,other,unknown,0.204
side_table,1,other,unknown,0.183
side_dish_recommendations,1,recommended,speech,0.343
sicily_restaurants,1,ate_at,set,0.388
sicily_landmarks,1,other,unknown,0.228
show_progress,1,completed,set,0.404
show_premiere_date,1,other,unknown,0.300
show_concept,1,explained,speech,0.360
shopping_trip,1,visited,set,0.460
shopping_task,1,other,unknown,0.289
shopping_search,1,other,unknown,0.217
shopping_savings,1,financial_activity,set,0.471
shopping_research,1,other,unknown,0.265
shopping_plan,1,planned_event,event,0.288
shopping_philosophy,1,other,unknown,0.290
shopping_order,1,ate_at,set,0.423
shopping_goal,1,current_goal,single,0.560
shopping_discounts,1,other,unknown,0.234
shopping_decisions,1,financial_activity,set,0.403
shopping_deals,1,other,unknown,0.223
shopping_consideration,1,other,unknown,0.348
shoes,1,other,unknown,0.249
shoelace_recommendations,1,recommended,speech,0.281
shoe_repair,1,other,unknown,0.155
shoe_recommendations,1,recommended,speech,0.270
shoe_maintenance,1,other,unknown,0.214
shoe_collection,1,owns,set,0.348
shipping_savings,1,financial_activity,set,0.295
shinjuku_restaurants,1,ate_at,set,0.362
shaving_recommendations,1,recommended,speech,0.308
shampoo_type,1,other,unknown,0.193
shampoo_conditioner_recommendations,1,recommended,speech,0.270
sewing_materials,1,other,unknown,0.208
sewing_machine_status,1,other,unknown,0.317
sewing_machine,1,other,unknown,0.186
service_shop_specialty,1,used_service,set,0.357
service_shop_duration,1,other,unknown,0.334
service_shop_capacity,1,used_service,set,0.364
service_provider_experience,1,used_service,set,0.551
service_provider,1,used_service,set,0.629
service_plans,1,planned_event,event,0.480
service_info,1,used_service,set,0.538
servers,1,other,unknown,0.286
series_watched,1,watched,set,0.686
series_recommendations,1,recommended,speech,0.369
seo_requests,1,other,unknown,0.241
sensor_data_endpoint,1,other,unknown,0.199
seminars_attended,1,attended,set,0.531
seminar_attendance,1,attended,set,0.631
selling_goal,1,current_goal,single,0.513
selected_recipe,1,cooked,set,0.501
selected_hardware,1,other,unknown,0.177
selected_face_mask,1,other,unknown,0.190
seitan_recipe_recommendation,1,recommended,speech,0.294
security_setup,1,other,unknown,0.179
security_settings,1,other,unknown,0.297
seasoning_recommendation,1,recommended,speech,0.411
seasickness_medication,1,other,unknown,0.245
search_intent,1,other,unknown,0.345
sculptures_created,1,other,unknown,0.237
sculpting_tools,1,uses_tool,single,0.368
sculpting_instructor,1,other,unknown,0.256
scuba_organizations,1,other,unknown,0.259
screen_time_apps,1,other,unknown,0.247
screen_protector_recommendations,1,recommended,speech,0.245
screen_cleaning_recommendation,1,recommended,speech,0.296
scratching_post,1,other,unknown,0.227
scrapbook_title,1,works_as,single,0.361
school_refusal_strategies,1,other,unknown,0.208
school_logo,1,other,unknown,0.236
scheduling_preference,1,other,unknown,0.312
scheduled_calls,1,planned_event,event,0.379
scenic_drive_recommendation,1,recommended,speech,0.336
sccc_tender_closing_date,1,other,unknown,0.118
sccc_tender_budget,1,financial_activity,set,0.250
sccc_tender_briefing,1,other,unknown,0.169
saxophone_learning_resources,1,other,unknown,0.269
savings,1,financial_activity,set,0.592
san_francisco_renewable_target,1,other,unknown,0.244
salsa_learning_channels,1,other,unknown,0.215
saline_recipe,1,other,unknown,0.284
sales_scripts,1,other,unknown,0.204
sales_record,1,acquired,set,0.352
sales_experience,1,other,unknown,0.278
sales_data,1,other,unknown,0.270
sales_activity,1,other,unknown,0.303
salary_data_science_tech,1,other,unknown,0.202
salary_data_science_retail,1,other,unknown,0.212
salary_data_science_healthcare,1,other,unknown,0.178
salary_data_science_government,1,other,unknown,0.206
salary_data_science_finance,1,other,unknown,0.273
salad_greens_recommendations,1,recommended,speech,0.227
sake_serving_temperature,1,other,unknown,0.311
sake_choice,1,other,unknown,0.236
saffron_retailers,1,other,unknown,0.183
safety_preferences,1,advised_against,speech,0.453
safety_education_plan,1,planned_event,event,0.414
saarland_startup_focus,1,other,unknown,0.226
rvm_project_components,1,other,unknown,0.250
running_tracker,1,other,unknown,0.255
running_shoes_acquisition_date,1,other,unknown,0.259
